person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,PD,Risk_Tier,EAD,LGD,Expected_Loss
33,59500,MORTGAGE,6.0,VENTURE,A,11000,,0,0.18,N,8,0.10648680623673847,Medium,11000,0.45,527.1096908718554
32,59506,OWN,13.0,VENTURE,D,8000,16.07,0,0.13,N,7,0.23275088080085327,High,8000,0.45,837.9031708830718
28,59520,MORTGAGE,9.0,PERSONAL,A,5000,8.59,0,0.08,N,7,0.09050267999231296,Medium,5000,0.45,203.63102998270415
28,59700,MORTGAGE,12.0,HOMEIMPROVEMENT,B,6000,10.99,0,0.1,N,5,0.25542090699620545,High,6000,0.45,689.6364488897548
28,59904,MORTGAGE,12.0,MEDICAL,C,3000,12.53,0,0.05,Y,10,0.20001047849628995,High,3000,0.45,270.01414596999143
30,28800,RENT,1.0,DEBTCONSOLIDATION,C,8000,12.73,0,0.28,N,10,0.8518700628179303,High,8000,0.45,3066.7322261445493
30,28800,RENT,1.0,MEDICAL,C,8000,13.22,0,0.28,N,9,0.8458043237715166,High,8000,0.45,3044.89556557746
32,29962,RENT,4.0,MEDICAL,B,8000,12.53,0,0.27,N,7,0.7893352045997366,High,8000,0.45,2841.606736559052
28,60000,MORTGAGE,12.0,MEDICAL,C,14400,13.49,0,0.24,N,7,0.473291603027358,High,14400,0.45,3066.9295876172796
31,60000,MORTGAGE,5.0,MEDICAL,A,7200,6.03,0,0.12,N,8,0.13092723320411684,Medium,7200,0.45,424.20423558133854
28,30000,RENT,4.0,MEDICAL,A,8000,,0,0.27,N,8,0.7237614539714805,High,8000,0.45,2605.54123429733
35,30000,RENT,3.0,EDUCATION,B,8000,,0,0.27,N,6,0.6603260243208567,High,8000,0.45,2377.1736875550846
35,60000,MORTGAGE,12.0,MEDICAL,C,16000,15.96,0,0.27,Y,5,0.5746526189418371,High,16000,0.45,4137.498856381228
29,60000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,6000,13.49,0,0.1,Y,8,0.3423929684974707,High,6000,0.45,924.4610149431709
28,60000,OWN,12.0,VENTURE,C,15000,15.96,0,0.25,Y,9,0.08472218815733881,Medium,15000,0.45,571.8747700620371
35,30000,RENT,0.0,DEBTCONSOLIDATION,G,8000,20.52,1,0.27,N,7,0.9980378387363374,High,8000,0.45,3592.936219450815
32,30000,RENT,0.0,VENTURE,A,8000,7.74,0,0.27,N,9,0.4413071516885208,High,8000,0.45,1588.7057460786748
30,30000,RENT,2.0,PERSONAL,C,8000,13.22,0,0.27,Y,9,0.7848594563079859,High,8000,0.45,2825.4940427087495
30,60000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,4200,,0,0.07,N,5,0.1773391227114895,High,4200,0.45,335.1709419247151
33,60000,OWN,7.0,EDUCATION,A,12000,6.62,0,0.2,N,10,0.030435583831756933,Low,12000,0.45,164.35215269148742
28,60000,OWN,1.0,HOMEIMPROVEMENT,C,5000,14.27,0,0.08,Y,5,0.0868939811298589,Medium,5000,0.45,195.51145754218254
28,30996,RENT,0.0,DEBTCONSOLIDATION,A,8000,7.29,0,0.26,N,10,0.658605925404924,High,8000,0.45,2370.981331457727
27,32000,RENT,6.0,MEDICAL,B,8000,9.91,0,0.25,N,7,0.7096626384377381,High,8000,0.45,2554.7854983758575
27,54000,MORTGAGE,6.0,VENTURE,C,10000,14.27,1,0.19,N,10,0.23399390894592365,High,10000,0.45,1052.9725902566563
33,60000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,3500,7.9,0,0.06,N,9,0.11222034193238867,Medium,3500,0.45,176.74703854351216
34,32000,RENT,6.0,EDUCATION,D,8000,17.27,0,0.25,Y,10,0.9588306154593751,High,8000,0.45,3451.7902156537502
35,60000,MORTGAGE,3.0,EDUCATION,B,19600,9.91,0,0.33,N,5,0.3780203594672625,High,19600,0.45,3334.139570501255
30,60000,OWN,3.0,HOMEIMPROVEMENT,A,21000,7.9,0,0.35,N,5,0.18170833924683186,High,21000,0.45,1717.143805882561
28,33000,RENT,12.0,DEBTCONSOLIDATION,C,8000,14.65,1,0.24,Y,9,0.8045500938281163,High,8000,0.45,2896.3803377812187
30,60000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,2500,12.69,0,0.04,N,7,0.1659957195412126,High,2500,0.45,186.74518448386416
34,34000,RENT,0.0,PERSONAL,A,8000,7.9,0,0.24,N,7,0.5055518207080401,High,8000,0.45,1819.9865545489442
27,60000,MORTGAGE,,DEBTCONSOLIDATION,B,4000,9.91,0,0.07,N,7,0.17210937142976582,High,4000,0.45,309.7968685735785
29,60000,MORTGAGE,,HOMEIMPROVEMENT,C,14125,13.49,0,0.24,N,6,0.5639344255865901,High,14125,0.45,3584.508192634764
33,34000,RENT,6.0,DEBTCONSOLIDATION,B,8000,9.99,0,0.24,N,5,0.6963248860848997,High,8000,0.45,2506.7695899056394
28,60000,MORTGAGE,13.0,VENTURE,A,8650,8.9,0,0.14,N,10,0.07385613302937612,Medium,8650,0.45,287.48499781684654
32,29000,RENT,0.0,EDUCATION,D,8000,18.25,1,0.28,N,6,0.9724418077788106,High,8000,0.45,3500.7905080037185
29,60000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,1500,6.03,0,0.03,N,9,0.10819271664914644,Medium,1500,0.45,73.03008373817384
27,35000,RENT,3.0,MEDICAL,C,8000,14.79,0,0.23,Y,9,0.7728985994839654,High,8000,0.45,2782.4349581422757
34,35000,RENT,9.0,DEBTCONSOLIDATION,A,8000,,0,0.23,N,10,0.626304768379682,High,8000,0.45,2254.697166166855
31,60000,MORTGAGE,5.0,PERSONAL,A,17000,8.9,0,0.28,N,8,0.27485749368714635,High,17000,0.45,2102.6598267066697
34,35000,RENT,1.0,PERSONAL,A,8000,6.17,0,0.23,N,9,0.44382209234856296,High,8000,0.45,1597.7595324548265
32,60000,MORTGAGE,16.0,MEDICAL,A,6000,6.62,0,0.1,N,7,0.1199783060118189,Medium,6000,0.45,323.94142623191107
31,60000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,9000,12.69,0,0.15,N,8,0.3503467813779906,High,9000,0.45,1418.904464580862
28,29000,RENT,1.0,MEDICAL,C,8000,13.11,1,0.28,Y,9,0.8506059742462703,High,8000,0.45,3062.181507286573
27,35000,RENT,1.0,MEDICAL,B,8000,12.21,0,0.23,N,6,0.6908297445516116,High,8000,0.45,2486.987080385802
28,60000,MORTGAGE,8.0,MEDICAL,B,20000,11.71,0,0.33,N,5,0.5361072043385461,High,20000,0.45,4824.964839046915
30,60000,MORTGAGE,10.0,PERSONAL,B,16000,11.71,0,0.27,N,8,0.37039358131807293,High,16000,0.45,2666.833785490125
29,60000,MORTGAGE,0.0,PERSONAL,A,5000,6.03,0,0.08,N,10,0.07699633328713595,Medium,5000,0.45,173.2417498960559
28,60000,MORTGAGE,12.0,EDUCATION,A,13000,8.9,0,0.22,N,10,0.17783313954152125,High,13000,0.45,1040.3238663178993
31,35142,RENT,,VENTURE,B,8000,11.11,0,0.23,N,6,0.43875347559402034,High,8000,0.45,1579.5125121384733
29,30000,RENT,5.0,HOMEIMPROVEMENT,B,8000,12.69,1,0.27,N,6,0.8424973426720814,High,8000,0.45,3032.990433619493
31,36000,RENT,4.0,MEDICAL,B,8000,10.65,0,0.22,N,6,0.6343163251985968,High,8000,0.45,2283.538770714949
30,60000,MORTGAGE,14.0,VENTURE,A,8000,7.51,0,0.13,N,10,0.06320755240562943,Medium,8000,0.45,227.54718866026596
28,60000,MORTGAGE,0.0,PERSONAL,A,4000,7.9,0,0.07,N,8,0.08506389408293044,Medium,4000,0.45,153.1150093492748
30,60000,MORTGAGE,2.0,PERSONAL,B,10000,12.69,0,0.17,N,5,0.2454382826144291,High,10000,0.45,1104.4722717649308
35,60000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,4000,6.03,0,0.07,N,7,0.105708442563393,Medium,4000,0.45,190.27519661410741
31,36000,RENT,3.0,PERSONAL,A,8000,8.49,0,0.22,N,8,0.45501155684033606,High,8000,0.45,1638.0416046252099
29,60000,MORTGAGE,1.0,PERSONAL,B,5600,12.42,0,0.09,N,10,0.15459462048399822,High,5600,0.45,389.5784436196755
29,36000,RENT,0.0,VENTURE,A,8000,,0,0.22,N,7,0.34644670711769926,High,8000,0.45,1247.2081456237174
30,36000,RENT,3.0,PERSONAL,B,8000,11.36,0,0.22,N,8,0.5720804380305233,High,8000,0.45,2059.489576909884
27,36000,RENT,0.0,DEBTCONSOLIDATION,C,8000,13.92,0,0.22,Y,9,0.7533887888316815,High,8000,0.45,2712.1996397940534
35,60000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,9000,12.42,0,0.15,N,7,0.3423422701260911,High,9000,0.45,1386.486194010669
28,36000,RENT,0.0,MEDICAL,C,8000,12.84,0,0.22,N,6,0.7133290379357371,High,8000,0.45,2567.9845365686538
31,36996,RENT,5.0,PERSONAL,A,8000,7.49,0,0.22,N,6,0.436329558684675,High,8000,0.45,1570.78641126483
27,37000,RENT,3.0,EDUCATION,C,8000,13.49,0,0.22,Y,10,0.6157873671640004,High,8000,0.45,2216.8345217904016
27,31000,RENT,4.0,DEBTCONSOLIDATION,A,8000,7.66,1,0.26,N,8,0.6640095681416353,High,8000,0.45,2390.434445309887
28,60000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,20000,7.9,0,0.33,N,7,0.48729326733722256,High,20000,0.45,4385.639406035003
32,37050,RENT,2.0,DEBTCONSOLIDATION,A,8000,8.0,0,0.22,N,6,0.5442803981565129,High,8000,0.45,1959.4094333634464
33,54000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,32000,15.23,1,0.59,N,7,0.939566718729922,High,32000,0.45,13529.760749710878
35,37440,RENT,2.0,MEDICAL,B,8000,10.99,0,0.21,N,9,0.608620297466354,High,8000,0.45,2191.0330708788747
30,60000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,7000,7.49,0,0.12,N,8,0.19352430360847936,High,7000,0.45,609.6015563667099
31,37681,RENT,16.0,DEBTCONSOLIDATION,B,8000,10.99,0,0.21,N,7,0.6283091351049696,High,8000,0.45,2261.91288637789
29,60000,MORTGAGE,14.0,PERSONAL,A,20000,6.99,0,0.33,N,7,0.3152104404578221,High,20000,0.45,2836.893964120399
29,60000,OWN,1.0,PERSONAL,B,10000,10.99,0,0.17,N,10,0.05561752888994517,Medium,10000,0.45,250.2788800047533
28,60000,OWN,12.0,EDUCATION,D,7000,15.99,0,0.12,N,7,0.3127613839957811,High,7000,0.45,985.1983595867104
35,32000,RENT,19.0,HOMEIMPROVEMENT,A,8000,5.99,1,0.25,N,9,0.6594219301988192,High,8000,0.45,2373.918948715749
31,60000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,1500,12.99,0,0.03,N,10,0.1948649555426033,High,1500,0.45,131.53384499125724
31,60000,MORTGAGE,0.0,VENTURE,B,7800,10.59,0,0.13,N,10,0.10066736525189975,Medium,7800,0.45,353.34245203416816
35,38000,RENT,3.0,PERSONAL,B,8000,,0,0.21,N,6,0.5292338636906975,High,8000,0.45,1905.241909286511
28,32376,RENT,2.0,DEBTCONSOLIDATION,F,8000,,1,0.25,Y,7,0.9815041436163008,High,8000,0.45,3533.414917018683
34,38500,RENT,0.0,DEBTCONSOLIDATION,C,8000,,0,0.21,Y,9,0.6809368183988607,High,8000,0.45,2451.3725462358984
30,32918,RENT,5.0,DEBTCONSOLIDATION,D,8000,14.59,1,0.24,Y,8,0.9693430300743567,High,8000,0.45,3489.6349082676843
29,33000,RENT,5.0,HOMEIMPROVEMENT,A,8000,5.79,1,0.24,N,8,0.6323774447192423,High,8000,0.45,2276.558800989272
32,60000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,3250,13.49,0,0.05,Y,5,0.26407230399182113,High,3250,0.45,386.20574458803844
28,60000,MORTGAGE,3.0,EDUCATION,B,35000,10.59,0,0.58,N,6,0.765824890433063,High,35000,0.45,12061.742024320742
27,60000,OWN,4.0,HOMEIMPROVEMENT,A,10500,7.49,0,0.17,N,7,0.060595781527431745,Medium,10500,0.45,286.31506771711497
27,39000,RENT,0.0,EDUCATION,C,8000,11.03,0,0.21,N,9,0.5323609050117827,High,8000,0.45,1916.4992580424175
27,60000,MORTGAGE,3.0,EDUCATION,A,5075,5.99,0,0.08,N,8,0.062413017965359155,Medium,5075,0.45,142.53572977838897
28,60000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,2500,,0,0.04,N,7,0.15034795616531593,High,2500,0.45,169.14145068598043
32,39600,RENT,2.0,MEDICAL,B,8000,9.91,0,0.2,N,10,0.5619106230066249,High,8000,0.45,2022.8782428238494
33,60000,MORTGAGE,5.0,PERSONAL,A,2000,5.42,0,0.03,N,8,0.05332482553168729,Medium,2000,0.45,47.992342978518565
34,33666,RENT,4.0,PERSONAL,D,8000,17.49,1,0.24,Y,9,0.9627428792096626,High,8000,0.45,3465.874365154785
35,39996,RENT,4.0,EDUCATION,A,8000,5.99,0,0.2,N,5,0.2997498943554046,High,8000,0.45,1079.0996196794567
29,54000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,7500,7.49,1,0.14,N,9,0.18556603351088008,High,7500,0.45,626.2853630992203
29,34000,RENT,6.0,DEBTCONSOLIDATION,D,8000,16.77,1,0.24,Y,10,0.973833536144641,High,8000,0.45,3505.8007301207076
30,34000,RENT,1.0,MEDICAL,A,8000,7.9,1,0.24,N,5,0.586486934657387,High,8000,0.45,2111.3529647665932
31,40000,RENT,1.0,DEBTCONSOLIDATION,A,8000,7.9,0,0.2,N,9,0.48131629591453823,High,8000,0.45,1732.7386652923376
27,40000,RENT,11.0,VENTURE,B,8000,11.99,0,0.2,N,7,0.36511956157083214,High,8000,0.45,1314.4304216549958
27,60000,MORTGAGE,6.0,VENTURE,B,5100,11.49,0,0.09,N,6,0.0865876090995928,Medium,5100,0.45,198.71856288356548
32,40000,RENT,3.0,DEBTCONSOLIDATION,B,8000,9.62,0,0.2,N,9,0.5760282783848131,High,8000,0.45,2073.7018021853273
27,40000,RENT,0.0,VENTURE,B,8000,10.25,0,0.2,N,10,0.33914411977532094,High,8000,0.45,1220.9188311911555
29,54000,OWN,11.0,MEDICAL,E,20000,18.79,1,0.37,Y,5,0.8938362927580711,High,20000,0.45,8044.52663482264
28,54000,MORTGAGE,12.0,MEDICAL,C,6000,15.23,1,0.11,N,8,0.3142213361108673,High,6000,0.45,848.3976074993417
31,40000,RENT,2.0,DEBTCONSOLIDATION,B,8000,11.89,0,0.2,N,7,0.6150675147582872,High,8000,0.45,2214.243053129834
28,40000,RENT,3.0,MEDICAL,B,8000,10.95,0,0.2,N,6,0.581353393824128,High,8000,0.45,2092.872217766861
34,60000,MORTGAGE,7.0,EDUCATION,C,10175,,0,0.17,N,5,0.21394857739266898,High,10175,0.45,979.6170487366832
28,60000,MORTGAGE,12.0,HOMEIMPROVEMENT,D,3000,17.49,0,0.05,N,8,0.7877875904986538,High,3000,0.45,1063.5132471731827
29,41200,RENT,3.0,EDUCATION,B,8000,11.99,0,0.19,N,7,0.43510779295733226,High,8000,0.45,1566.388054646396
28,60000,MORTGAGE,12.0,MEDICAL,B,5000,,0,0.08,N,8,0.17449767867152727,High,5000,0.45,392.6197770109364
30,35600,RENT,0.0,EDUCATION,D,8000,14.59,1,0.22,N,9,0.9275142219847787,High,8000,0.45,3339.0511991452036
31,42000,RENT,3.0,VENTURE,B,8000,12.42,0,0.19,N,7,0.34101488047686845,High,8000,0.45,1227.6535697167267
33,42000,RENT,0.0,MEDICAL,A,8000,5.99,0,0.19,N,7,0.39448295612798756,High,8000,0.45,1420.1386420607553
30,36000,RENT,7.0,DEBTCONSOLIDATION,D,8000,15.99,1,0.22,N,6,0.9628918263097739,High,8000,0.45,3466.4105747151857
29,60000,MORTGAGE,13.0,MEDICAL,A,8000,5.99,0,0.13,N,9,0.13640536492409872,Medium,8000,0.45,491.05931372675536
30,42000,RENT,5.0,MEDICAL,B,8000,10.0,0,0.19,N,5,0.531017462795929,High,8000,0.45,1911.6628660653444
31,60000,OWN,3.0,DEBTCONSOLIDATION,D,5000,16.49,0,0.08,N,9,0.3909106174552965,High,5000,0.45,879.5488892744172
30,60000,MORTGAGE,5.0,VENTURE,A,4000,6.99,0,0.07,N,7,0.04352651054673629,Low,4000,0.45,78.34771898412534
27,60000,MORTGAGE,7.0,MEDICAL,B,3400,,0,0.06,N,7,0.16228550966037913,High,3400,0.45,248.2968297803801
27,42000,RENT,9.0,PERSONAL,A,8000,7.29,0,0.19,N,6,0.34507125438525615,High,8000,0.45,1242.2565157869221
32,60000,MORTGAGE,2.0,VENTURE,B,7125,9.99,0,0.12,N,7,0.09105731879867765,Medium,7125,0.45,291.9525283982602
27,36000,RENT,0.0,DEBTCONSOLIDATION,C,8000,13.85,1,0.22,Y,6,0.7513993359824548,High,8000,0.45,2705.0376095368374
27,36672,RENT,11.0,PERSONAL,A,8000,7.9,1,0.22,N,9,0.44743180282283346,High,8000,0.45,1610.7544901622005
28,42682,RENT,1.0,PERSONAL,A,8000,6.03,0,0.19,N,9,0.32639855586558675,High,8000,0.45,1175.0348011161122
28,60000,MORTGAGE,2.0,EDUCATION,A,6000,5.99,0,0.1,N,8,0.0723062462167419,Medium,6000,0.45,195.22686478520316
30,43000,RENT,4.0,VENTURE,D,8000,16.49,0,0.19,N,5,0.8667996603062279,High,8000,0.45,3120.4787771024203
33,60000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,5000,5.42,0,0.08,N,7,0.10449291203876271,Medium,5000,0.45,235.10905208721613
28,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,15000,11.99,0,0.25,N,6,0.43540810345075076,High,15000,0.45,2939.004698292568
27,43000,RENT,2.0,MEDICAL,C,8000,12.68,0,0.19,N,6,0.6276339135181557,High,8000,0.45,2259.4820886653606
33,43000,RENT,6.0,EDUCATION,B,8000,10.0,0,0.19,N,8,0.3978012264052436,High,8000,0.45,1432.084415058877
27,60000,MORTGAGE,6.0,PERSONAL,A,10000,7.49,0,0.17,N,7,0.1486019680902897,Medium,10000,0.45,668.7088564063035
33,60000,MORTGAGE,17.0,MEDICAL,A,7000,5.42,0,0.12,N,8,0.12703520657730596,Medium,7000,0.45,400.1609007185138
31,60000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,6500,10.99,0,0.11,N,5,0.26895783782103394,High,6500,0.45,786.7016756265243
27,54000,MORTGAGE,0.0,PERSONAL,D,12000,16.49,1,0.22,N,5,0.861844423484147,High,12000,0.45,4653.959886814394
33,44000,RENT,5.0,VENTURE,D,8000,17.49,0,0.18,N,8,0.8596682135323662,High,8000,0.45,3094.8055687165183
27,60000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,3600,5.42,0,0.06,N,9,0.09627724968028556,Medium,3600,0.45,155.9691444820626
35,38760,RENT,2.0,MEDICAL,F,8000,18.09,1,0.21,Y,7,0.9795175979344947,High,8000,0.45,3526.263352564181
30,60000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,4125,5.99,0,0.07,N,5,0.1053358478675654,Medium,4125,0.45,195.5296676041683
28,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,4125,9.99,0,0.07,N,10,0.17131087193319974,High,4125,0.45,317.99580602600207
31,54000,MORTGAGE,12.0,MEDICAL,A,15000,8.49,1,0.28,N,6,0.3812656011018934,High,15000,0.45,2573.5428074377805
31,45000,RENT,3.0,DEBTCONSOLIDATION,B,8000,10.99,0,0.18,N,10,0.5389492549642031,High,8000,0.45,1940.2173178711312
32,45000,RENT,0.0,MEDICAL,A,8000,7.66,0,0.18,N,5,0.39266525767251054,High,8000,0.45,1413.594927621038
28,39000,RENT,6.0,MEDICAL,D,8000,14.91,1,0.21,Y,7,0.9534427340662187,High,8000,0.45,3432.3938426383875
29,60000,MORTGAGE,3.0,MEDICAL,A,10000,,0,0.17,N,9,0.23540437918010604,High,10000,0.45,1059.3197063104772
28,60000,OWN,0.0,VENTURE,B,7000,11.11,0,0.12,N,5,0.02191656870542717,Low,7000,0.45,69.03719142209557
32,45000,RENT,0.0,MEDICAL,A,8000,,0,0.18,N,5,0.45065470837502053,High,8000,0.45,1622.3569501500738
27,45000,RENT,1.0,MEDICAL,C,8000,13.85,0,0.18,N,10,0.6193418637322069,High,8000,0.45,2229.630709435945
29,60000,MORTGAGE,4.0,EDUCATION,A,5000,7.66,0,0.08,N,10,0.07008024645316263,Medium,5000,0.45,157.68055451961592
31,60000,MORTGAGE,15.0,EDUCATION,C,15000,12.68,0,0.25,N,6,0.3437454666586475,High,15000,0.45,2320.281899945871
29,45000,RENT,0.0,MEDICAL,B,8000,12.18,0,0.18,N,5,0.5396815302043443,High,8000,0.45,1942.8535087356395
31,60000,MORTGAGE,7.0,VENTURE,B,7000,,0,0.12,N,7,0.09837935480776186,Medium,7000,0.45,309.8949676444498
33,45000,RENT,2.0,PERSONAL,C,8000,12.53,0,0.18,N,6,0.5116162022441678,High,8000,0.45,1841.8183280790042
29,60000,MORTGAGE,7.0,VENTURE,A,5000,7.66,0,0.08,N,10,0.0470091747675124,Low,5000,0.45,105.7706432269029
28,60000,MORTGAGE,12.0,PERSONAL,B,6000,,0,0.1,N,5,0.15114826835084774,High,6000,0.45,408.1003245472889
30,60000,MORTGAGE,13.0,DEBTCONSOLIDATION,B,15000,10.74,0,0.25,N,5,0.4108176021112336,High,15000,0.45,2773.018814250827
29,60000,MORTGAGE,7.0,PERSONAL,A,8500,6.92,0,0.14,N,6,0.11667893714545557,Medium,8500,0.45,446.29693458136757
31,46000,RENT,6.0,PERSONAL,B,8000,,0,0.17,N,9,0.40765388308565215,High,8000,0.45,1467.553979108348
30,46000,RENT,5.0,DEBTCONSOLIDATION,A,8000,7.14,0,0.17,N,10,0.37596244170766735,High,8000,0.45,1353.4647901476026
27,46000,RENT,11.0,MEDICAL,B,8000,11.36,0,0.17,N,8,0.49504206369738757,High,8000,0.45,1782.1514293105954
27,40000,RENT,0.0,VENTURE,D,8000,15.65,1,0.2,Y,6,0.8798761986351649,High,8000,0.45,3167.5543150865938
31,46875,RENT,1.0,EDUCATION,B,8000,,0,0.17,N,8,0.35680346189748197,High,8000,0.45,1284.4924628309352
27,60000,MORTGAGE,8.0,EDUCATION,A,2000,7.29,0,0.03,N,7,0.050060609193601745,Medium,2000,0.45,45.054548274241576
32,47000,RENT,2.0,EDUCATION,A,8000,8.59,0,0.17,N,9,0.2640686394121703,High,8000,0.45,950.6471018838131
27,41000,RENT,4.0,DEBTCONSOLIDATION,C,8000,12.84,1,0.2,Y,10,0.6870245652593744,High,8000,0.45,2473.288434933748
28,60000,OWN,12.0,EDUCATION,A,7000,7.66,0,0.12,N,9,0.020181022482204783,Low,7000,0.45,63.570220818945074
27,60000,MORTGAGE,8.0,PERSONAL,B,5000,9.63,0,0.08,N,6,0.12252136135996981,Medium,5000,0.45,275.6730630599321
29,60000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,10000,5.79,0,0.17,N,6,0.2283951760847411,High,10000,0.45,1027.778292381335
29,60000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,12000,7.29,0,0.2,N,7,0.23345220744903955,High,12000,0.45,1260.6419202248137
30,48000,RENT,7.0,VENTURE,C,8000,13.23,0,0.17,Y,5,0.348734610012053,High,8000,0.45,1255.444596043391
30,60000,MORTGAGE,5.0,PERSONAL,A,8000,7.66,0,0.13,N,6,0.11404577015757508,Medium,8000,0.45,410.5647725672703
29,60000,OWN,9.0,PERSONAL,C,9000,12.23,0,0.15,N,10,0.06257305643665306,Medium,9000,0.45,253.4208785684449
28,50000,RENT,0.0,MEDICAL,C,8000,14.27,0,0.16,N,9,0.5643141213884657,High,8000,0.45,2031.5308369984768
28,60000,MORTGAGE,12.0,DEBTCONSOLIDATION,C,16800,12.61,0,0.28,Y,7,0.5531462154477461,High,16800,0.45,4181.785388784961
27,50000,RENT,0.0,HOMEIMPROVEMENT,A,8000,7.9,0,0.16,N,9,0.422740261508462,High,8000,0.45,1521.8649414304632
33,60000,MORTGAGE,0.0,EDUCATION,A,4000,6.54,0,0.07,N,9,0.06278347316687506,Medium,4000,0.45,113.01025170037511
29,50000,RENT,9.0,VENTURE,B,8000,11.71,0,0.16,N,9,0.2531542670209768,High,8000,0.45,911.3553612755165
28,60000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,16000,6.54,0,0.27,N,6,0.3194147020844877,High,16000,0.45,2299.785855008311
27,60000,MORTGAGE,11.0,MEDICAL,C,6000,13.35,0,0.1,N,8,0.2619083892285502,High,6000,0.45,707.1526509170856
35,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,2000,6.91,0,0.03,N,6,0.08462017839888346,Medium,2000,0.45,76.15816055899512
28,60000,MORTGAGE,13.0,DEBTCONSOLIDATION,A,12000,5.79,0,0.2,N,8,0.21500312507671004,High,12000,0.45,1161.0168754142342
28,50000,RENT,12.0,MEDICAL,C,8000,14.65,0,0.16,N,9,0.5696888182270523,High,8000,0.45,2050.8797456173884
33,60000,MORTGAGE,4.0,PERSONAL,B,6300,9.62,0,0.1,N,10,0.13497603466471153,Medium,6300,0.45,382.6570582744572
30,54000,MORTGAGE,3.0,EDUCATION,C,5000,12.61,1,0.09,Y,10,0.16581232151390146,High,5000,0.45,373.07772340627827
28,60000,OWN,1.0,HOMEIMPROVEMENT,D,22000,14.09,0,0.37,Y,8,0.8383106537636795,High,22000,0.45,8299.275472260428
28,60000,MORTGAGE,8.0,MEDICAL,C,1500,,0,0.03,Y,6,0.16753670493901301,High,1500,0.45,113.08727583383379
30,60000,OWN,11.0,MEDICAL,A,20000,6.17,0,0.33,N,5,0.10697309283755052,Medium,20000,0.45,962.7578355379547
27,50000,RENT,5.0,MEDICAL,C,8000,13.43,0,0.16,N,10,0.5502131034670703,High,8000,0.45,1980.7671724814531
28,50000,RENT,4.0,MEDICAL,A,8000,7.14,0,0.16,N,7,0.3291854083908518,High,8000,0.45,1185.0674702070664
27,50000,RENT,1.0,EDUCATION,C,8000,13.98,0,0.16,N,9,0.4269572281332491,High,8000,0.45,1537.0460212796968
32,50000,RENT,2.0,MEDICAL,B,8000,10.62,0,0.16,N,8,0.4475061201735536,High,8000,0.45,1611.0220326247932
27,50000,RENT,5.0,VENTURE,A,8000,7.14,0,0.16,N,6,0.15862701122633174,High,8000,0.45,571.0572404147944
31,50000,RENT,0.0,PERSONAL,C,8000,,0,0.16,N,9,0.4245561819773237,High,8000,0.45,1528.4022551183652
32,60000,MORTGAGE,2.0,EDUCATION,D,15000,14.83,0,0.25,N,9,0.8268703386193703,High,15000,0.45,5581.37478568075
28,50004,RENT,9.0,HOMEIMPROVEMENT,C,8000,15.23,0,0.16,Y,9,0.6680216715103182,High,8000,0.45,2404.8780174371454
28,60000,OWN,5.0,VENTURE,C,10000,,0,0.17,N,7,0.03618487212680204,Low,10000,0.45,162.83192457060917
30,60000,MORTGAGE,14.0,PERSONAL,B,1750,9.99,0,0.03,N,8,0.09484018565121838,Medium,1750,0.45,74.68664620033448
35,51000,RENT,8.0,DEBTCONSOLIDATION,C,8000,13.11,0,0.16,Y,10,0.5673967235521318,High,8000,0.45,2042.6282047876746
28,51000,RENT,5.0,HOMEIMPROVEMENT,A,8000,9.63,0,0.16,N,9,0.4519702140886633,High,8000,0.45,1627.0927707191877
28,60000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,7500,5.79,0,0.13,N,8,0.1878839154104131,High,7500,0.45,634.1082145101442
32,51400,RENT,1.0,HOMEIMPROVEMENT,A,8000,7.51,0,0.16,N,10,0.4125891173690123,High,8000,0.45,1485.3208225284445
